Categoria,nome,precoMaximo,percentualDesconto,quantidadeDisponivel,precoComDesconto,pesoEmGramas,foraDeEstoque,quantidade
Cantinho do Paan,Godrej Protekt,9900,0,3,9900,750,FALSE,750
Cantinho do Paan,Colgate Total Carvao Anticavity Creme dental,11000,10,3,9900,120,FALSE,120
Cantinho do Paan,Colgate Criancas 0-2 Extra Macio Tooth Escova,3000,16,6,2500,58,FALSE,1
Cantinho do Paan,Gillete Mach3 ,26000,10,6,23400,116,FALSE,2
Cantinho do Paan,Maybelline Novo York Colossal Kajal Preto,14900,0,2,14900,0,FALSE,0
Cantinho do Paan,Godrej Cinthol Lima Talc,5500,0,3,5500,100,FALSE,100
Cantinho do Paan,Hamam Sabonete Barra Neem Tulsi e Aloe vera Vera,5800,0,6,5800,150,FALSE,150
Cantinho do Paan,"Godrej Especialista Rico Crème, Burgundy",3300,0,6,3300,20,FALSE,20
Cantinho do Paan,Colgate Suave Sensitive+ Escova de dente Pacote De 4,12000,10,4,10800,232,FALSE,4
Cantinho do Paan,Nivea Creme Todos Tempero Multi-Purpose Creme ,17500,10,4,15700,100,FALSE,100
Cantinho do Paan,Oral-B Carvao Profundo Limpo Stain Remocao Escova de dente Medio,9900,0,1,9900,232,FALSE,4
Cantinho do Paan,Mamaearth 100% Natural Berry Blast Criancas Creme dental,14900,10,4,13400,50,FALSE,50
Cantinho do Paan,HImalaya Suave Bebe Lencos umedecidos,20000,10,3,18000,72,FALSE,72
Cantinho do Paan,Stayfree Seco Max Todos Noite XL Seco Capa Higienico Absorventes,34000,12,6,29800,28,FALSE,28
Cantinho do Paan,"L'Oreal Paris Excelencia Creme Cabelo Color, 1 Preto",62000,0,1,62000,172,FALSE,172
Cantinho do Paan,Fem Clareamento Naturais Saffron Pele Bleach,8500,15,4,7200,64,FALSE,64
Cantinho do Paan,Engage Woman Blush Corpo Deo Spray,19500,10,5,17400,150,FALSE,150
Cantinho do Paan,Dove Rosa Rosa Beauty Bathinhg Barra,6000,0,6,6000,100,FALSE,100
Cantinho do Paan,Sebamed Cleansing Barra,9900,10,4,8900,100,FALSE,100
Cantinho do Paan,Pampers Premium Cuidado Fraldas calca - Grande,109900,18,2,89900,44,FALSE,44
Cantinho do Paan,Nivea Women Desodorante Fresco Natural Longo Duradouro Freshness & 48h Protecao,19900,20,2,15900,150,FALSE,150
Cantinho do Paan,"L'Oreal Paris Excelencia Creme Cabelo Color, 3 Meio amargo Brown/Natural Darkest Marrom",62000,0,6,62000,172,FALSE,172
Cantinho do Paan,Patanjali Kesh Kanti Natural Cabelo Sabonete de limpeza,7500,9,4,6800,200,FALSE,200
Cantinho do Paan,Godrej No.1 Banho Sabonete – Lima & Aloe vera Vera,14900,0,6,14900,600,FALSE,600
Cantinho do Paan,Pantene Avancado Control Cabelo Queda Solucao Shampoo,12000,6,5,11200,180,FALSE,180
Cantinho do Paan,Veet Full Corpo Waxing Kit Para Seco Pele,23500,7,6,21800,1160,FALSE,20
Cantinho do Paan,Johnson's Bebe Cuidados com a pele Lencos umedecidos,24500,9,6,22100,72,FALSE,72
Cantinho do Paan,Gillette Limao Lima Barbear Espuma,19900,11,4,17700,196,FALSE,196
Cantinho do Paan,Antigo Tempero After Shave Locao Musk,21500,6,3,20000,100,FALSE,100
Cantinho do Paan,Whisper Ultra Macio Ar Fresco Higienico Absorventes (XL) com Asas,31500,0,4,31500,30,FALSE,30
Cantinho do Paan,Himalaya Bebe Em po,8000,8,4,7300,100,FALSE,100
Cantinho do Paan,Fiama Men's Refrescante Leguminosa Banho Gel,22500,20,4,18000,250,FALSE,250
Cantinho do Paan,Whisper Ultra Limpo XL Mais Higienico Absorvente,17500,0,5,17500,870,FALSE,15
Cantinho do Paan,Johnson's Bebe Em po,14300,0,6,14300,200,FALSE,200
Cantinho do Paan,Dove Creme Beauty Banho Barra,23500,9,6,21200,125,FALSE,125
Cantinho do Paan,Patanjali Kesh Kanti Shikakai Cabelo Sabonete de limpeza,9500,0,4,9500,200,FALSE,200
Cantinho do Paan,L'Oreal Paris Cor Protect Condicionador,19900,0,3,19900,192,FALSE,192
Cantinho do Paan,Nivea Masculino Ativo Limpo com Ativo Carvao Banho Gel para Corpo Rosto & Cabelo,19900,4,5,19100,250,FALSE,250
Cantinho do Paan,L'Oreal 6 Oleo Nutrir Condicionador,13500,0,1,13500,192,FALSE,192
Cantinho do Paan,Godrej Easy Natural Preto Cabelo Cor,2500,0,5,2500,20,FALSE,20
Cantinho do Paan,Dabur Gulabari Rosa Agua Diario Glow,8000,6,2,7500,250,FALSE,250
Cantinho do Paan,Himalaya Purifying Neem Rosto Lavagem,17000,10,6,15300,150,FALSE,150
Cantinho do Paan,Fem Clareamento Naturais Ouro Pele Bleach,6500,9,3,5900,24,FALSE,24
Cantinho do Paan,Whisper Escolha Ultra XL Higienico Absorvente,13300,2,5,13000,1160,FALSE,20
Cantinho do Paan,Dove Caspa Cuidado Shampoo,15800,6,5,14700,180,FALSE,180
Cantinho do Paan,Cabeca & Ombros Anti Caspa Anti Hairfall Shampoo,28500,0,5,28500,340,FALSE,240
Cantinho do Paan,L'Oreal Casting Creme Ebony Preto Cabelo Cor,55000,0,6,55000,159,FALSE,87
Cantinho do Paan,Mamaearth Cebola Cabelo Oleo,39900,10,6,35900,150,FALSE,150
Cantinho do Paan,L'Oreal Paris Casting Creme Gloss Cabelo Cor (Dark Marrom 400),55000,0,4,55000,159,FALSE,159
Cantinho do Paan,Palmolive Naturais Mar Minerals Liquido Mao Lavagem,9900,10,6,8900,250,FALSE,250
Cantinho do Paan,Oral-B Extra Macio Bristles Sensivel ,9800,0,4,9800,232,FALSE,4
Cantinho do Paan,Engage M3 Perfume Spray para Masculino,20000,10,3,18000,120,FALSE,120
Cantinho do Paan,Mamaearth Deeply Nourishing lavagem para Babies,19900,0,4,19900,200,FALSE,200
Cantinho do Paan,Dettol Original Sabonete (B4G1),26000,5,6,24700,625,FALSE,625
Cantinho do Paan,Woodward's Gripe Agua,7500,0,6,7500,200,FALSE,200
Cantinho do Paan,"MamyPoko Fraldas calca Extra Absorb Diapers, Novo Born",29900,6,5,27900,28,FALSE,28
Cantinho do Paan,Johnson's Bebe Sabonete,7000,0,6,7000,100,FALSE,100
Cantinho do Paan,Engage M4 Perfume Spray Para Masculino,20000,10,6,18000,120,FALSE,120
Cantinho do Paan,Fem Clareamento Naturais Cabelo Remocao Creme Fair & Macio - Ouro,6500,10,4,5800,40,FALSE,40
Cantinho do Paan,Dove Cabelo Queda Resgate Condicionador,19000,0,4,19000,175,FALSE,175
Cantinho do Paan,Himalaya Anti Cabelo Queda Shampoo,13000,12,2,11400,200,FALSE,200
Cantinho do Paan,Fiama Peach & Abacate Gel Barra,17600,10,3,15800,375,FALSE,375
Cantinho do Paan,Pears Puro & Suave Economico Pacote De 4 Banho Sabonete ,12500,0,6,12500,75,FALSE,75
Cantinho do Paan,Fiama Fresco Mao Lavagem,15000,6,3,14000,400,FALSE,400
Cantinho do Paan,Palmolive Preto Orchid E Leite Liquido Mao Lavagem,9900,10,6,8900,250,FALSE,250
Cantinho do Paan,Oral-B Criss Cross Medio Escova de dente (Buy 2 Ganhe 2 Free),16000,0,5,16000,232,FALSE,4
Cantinho do Paan,Gillette Mach 3 Turbo Aparelho de barbear,34900,6,5,32500,58,FALSE,1
Cantinho do Paan,Himalaya Bebe Locao,16500,12,3,14500,200,FALSE,200
Cantinho do Paan,Cabeca & Ombros 2-in-1 Refrescante Mentol Anti Caspa Shampoo + Condicionador,37500,0,1,37500,340,FALSE,180
Cantinho do Paan,Sunsilk Lusciously Grosso & Longo Shampoo,24900,6,6,23400,340,FALSE,340
Cantinho do Paan,Fiama Di Wills Men's Refrescante Leguminosa Banho Gel,22500,4,3,21400,250,FALSE,250
Cantinho do Paan,Sebamed Anti - Caspa Shampoo,60000,10,2,54000,200,FALSE,200
Cantinho do Paan,Listerine Refrescante Hortela Enxaguante bucal - Suave Taste,15000,10,6,13500,250,FALSE,250
Cantinho do Paan,"L'Oreal Paris Excelencia Creme Cabelo Color, 4.25 Aishwarya's Marrom",62000,0,6,62000,172,FALSE,172
Cantinho do Paan,Himalaya Suave Bebe Banho,16500,9,6,15000,200,FALSE,200
Cantinho do Paan,"L'Oreal Paris Casting Creme Gloss Cabelo Color, Medio Marrom 500",55000,0,4,55000,160,FALSE,159
Cantinho do Paan,L'Oreal Paris Cor Protect Shampoo,28200,0,3,28200,360,FALSE,360
Cantinho do Paan,Fiama Di Wills Lemongrass & Jojoba Gel Barra,17600,10,6,15800,375,FALSE,375
Cantinho do Paan,Colgate Plax Peppermint Enxaguante bucal,15000,20,5,12000,250,FALSE,250
Cantinho do Paan,Dove Diario Brilho Condicionador,9000,10,1,8100,80,FALSE,80
Cantinho do Paan,Patanjali Kesh Kanti Anti Caspa Cabelo Sabonete de limpeza,11000,0,6,11000,200,FALSE,200
Cantinho do Paan,Antigo Tempero Original After Shave Locao,25000,0,1,25000,150,FALSE,150
Cantinho do Paan,Dove Cabelo Queda Resgate Shampoo,13700,10,4,12300,180,FALSE,180
Cantinho do Paan,Dettol Clinical Strength Mao Higienizador Liquido,25000,10,6,22500,500,FALSE,500
Cantinho do Paan,Nivea Macio Leve Moisturizer para Rosto Mao & Corpo Non-Sticky Creme com Vitamina E & Jojoba Oleo,39900,20,3,31900,300,FALSE,300
Cantinho do Paan,Comfy Bebe Fraldas calca XL 12-17 kg,42900,15,1,36400,24,FALSE,24
Cantinho do Paan,Dettol Liquido Sabonete liquido para as maos Com Sem Liquido,9900,0,6,9900,200,FALSE,200
Cantinho do Paan,Nivea Corpo Leite Locao para Very Seco Pele,39900,20,6,31900,400,FALSE,400
Cantinho do Paan,Lakme Sun Especialista,22500,0,6,22500,60,FALSE,60
Cantinho do Paan,Cabeca & ombros Anti Caspa Shampoo Refrescante Mentol,17000,0,6,17000,180,FALSE,180
Cantinho do Paan,Godrej Nupur Hena,7500,0,5,7500,150,FALSE,120
Cantinho do Paan,Johnson's Bebe Locao,10000,0,4,10000,100,FALSE,100
Cantinho do Paan,Himalaya Anti Caspa Shampoo,14000,10,1,12600,200,FALSE,200
Cantinho do Paan,Maybelline Novo York Colossal Kajal Super Preto,30000,8,3,27500,0,FALSE,0
Cantinho do Paan,Stayfree Dry-Max Todos Noite Ultra-Dry Higienico Absorvente,9000,10,6,8100,406,FALSE,7
Cantinho do Paan,Dove Diario Brilho Shampoo,64500,5,3,61200,650,FALSE,650
Cantinho do Paan,Godrej Easy 5 Minuto Natural Marrom 4 Cabelo Cor,2900,0,5,2900,20,FALSE,20
Cantinho do Paan,Colgate Sensivel Mais Enamel Creme dental Tube,14000,0,6,14000,160,FALSE,160
Cantinho do Paan,Colgate Max Fresco Peppermint Creme dental ,18200,15,6,15400,300,FALSE,300
Cantinho do Paan,Pond's Leve Moisturiser,30900,10,6,27800,250,FALSE,250
Cantinho do Paan,Engage Mate Para Man Deo Spray,19500,10,5,17400,150,FALSE,150
Cantinho do Paan,Pantene Avancado Cabelo Queda Solucao Shampoo - Total Damage Cuidado,12000,0,5,12000,180,FALSE,180
Cantinho do Paan,Whisper Escolha Regular Wing Higienico Absorvente,3000,0,2,3000,406,FALSE,7
Cantinho do Paan,Colgate Slim Macio Carvao Escova de dente,15000,18,4,12300,232,FALSE,4
Cantinho do Paan,Fiama Scents Juniper & Geranium Corpo Lavagem,19900,6,5,18600,250,FALSE,250
Cantinho do Paan,Mamaearth Ubtan Corpo Locao,39900,15,4,33900,400,FALSE,400
Cantinho do Paan,Godrej Aer Poder Bolso - Longo Duradouro Banheiro Fragrancia Floral Delicia,5500,0,6,5500,10,FALSE,10
Cantinho do Paan,Himalaya Anti-Hair Queda Shampoo,23000,18,1,18800,400,FALSE,400
Cantinho do Paan,Nivea Macio Leve Moisturizer para Rosto Mao & Corpo Non-Sticky Creme com Vitamina E & Jojoba Oleo,31000,15,6,26300,200,FALSE,200
Cantinho do Paan,Engage M2 Perfume Spray Para Masculino,20000,10,6,18000,120,FALSE,120
Cantinho do Paan,Listerine Refrescante Hortela Enxaguante bucal - Suave Taste,15000,10,6,13500,250,FALSE,250
Cantinho do Paan,Mamaearth Ubtan Rosto Esfoliante Acafrao da terra & Walnut,34900,10,1,31400,100,FALSE,100
Cantinho do Paan,Himalaya Purifying Neem Rosto Lavagem Tube,27000,15,6,22900,300,FALSE,300
Cantinho do Paan,Johnson's Bebe Topo Para Toe Banho Corpo Lavagem,16500,0,4,16500,210,FALSE,210
Cantinho do Paan,Gillette Mach 3 Start,24900,0,6,24900,116,FALSE,2
Cantinho do Paan,Scalpe Pro Anti caspa Shampoo 100ml,18500,0,2,18500,100,FALSE,100
Cantinho do Paan,Johnson's Bebe Creme,15000,0,6,15000,100,FALSE,100
Cantinho do Paan,Johnson's Bebe Sabonete,10500,0,6,10500,150,FALSE,150
Cantinho do Paan,Himalaya Suave Bebe Shampoo,32000,17,6,26500,400,FALSE,400
Cantinho do Paan,L'Oreal Paris Brilho Masque Royal Geleia Cabelo Cor,55000,0,3,55000,88,FALSE,87
Cantinho do Paan,Engage Rush Desodorante Para Masculino,19000,11,6,16900,150,FALSE,150
Cantinho do Paan,Limpo & Transparente Foaming Rosto Lavagem,14000,10,4,12600,100,FALSE,100
Cantinho do Paan,Dettol Lather Barbear Creme,7500,5,6,7100,78,FALSE,78
Cantinho do Paan,Gillette Classico Regular Pre Shave Espuma,19900,0,4,19900,196,FALSE,196
Cantinho do Paan,Dove Diario Brilho Condicionador,19000,0,6,19000,175,FALSE,180
Cantinho do Paan,Johnson's Bebe Shampoo,18000,0,6,18000,200,FALSE,200
Cantinho do Paan,Park Avenue Beer Shampoo ,15500,9,4,14000,180,FALSE,180
Cantinho do Paan,Pantene Avancado Cabelo Queda Solucao Sedoso Macio Cuidado Shampoo,12000,6,6,11200,180,FALSE,180
Cantinho do Paan,Fem Clareamento Naturais Cabelo Remocao Creme Fair & Macio - Rosa,6500,10,6,5800,40,FALSE,40
Cantinho do Paan,Sunsilk Stunning Preto Brilho Shampoo,55500,6,6,52100,650,FALSE,650
Cantinho do Paan,Dabur Meswak Creme dental,10000,0,1,10000,200,FALSE,200
Cantinho do Paan,Patanjali Kesh Kanti Reetha Cabelo Sabonete de limpeza,8500,0,5,8500,200,FALSE,200
Cantinho do Paan,Nivea Lip Balsamo Macio Rosa para 24h Hidratacao com Natural Oils Delicate Rosa Brilho,18500,8,6,16900,5,FALSE,4
Cantinho do Paan,Santoor Total Pele Cuidado Sabonete Com Sandal & Acafrao da terra,18000,0,6,18000,600,FALSE,600
Cantinho do Paan,"L'Oreal Paris Excelencia Creme Cabelo Color, 4 Natural Brown/Natural Meio amargo Marrom",62000,0,1,62000,172,FALSE,172
Cantinho do Paan,Gillette Pre Shave Espuma - Classico Regular Pele,22500,0,6,22500,418,FALSE,418
Cantinho do Paan,Fiama Di Wills Banho Gel Patchouli & Macadamia,19900,10,6,17900,250,FALSE,250
Cantinho do Paan,Listerine Fresco Burst Enxaguante bucal,14000,10,4,12600,250,FALSE,250
Cantinho do Paan,Nivea Cacau Nutrir Corpo Locao Com Coco Oleo & Cacau Manteiga Para Very Seco Pele ,29900,17,5,24700,200,FALSE,200
Cantinho do Paan,Pantene Cabelo Queda Control Shampoo,24000,7,2,22100,340,FALSE,340
Cantinho do Paan,Fogg Mestre - Royal Intense,25000,0,5,25000,120,FALSE,120
Cantinho do Paan,TRESemme Macio E Brilho Condicionador,22000,0,5,22000,190,FALSE,190
Cantinho do Paan,Whisper Ultra Limpo XL Mais Higienico Absorvente,15500,0,6,15500,870,FALSE,15
Cantinho do Paan,"Colgate Criancas Creme dental - 6+ Years, Morango Sabor",9300,5,6,8800,80,FALSE,80
Cantinho do Paan,Nivea Macio Hidratante Creme,31000,12,1,27200,200,FALSE,200
Cantinho do Paan,Patanjali Kesh Kanti Aloe vera Vera Cabelo Sabonete de limpeza,8500,0,5,8500,200,FALSE,200
Cantinho do Paan,Neutrogena Profundo Limpo Foaming Sabonete de limpeza,13000,11,2,11500,50,FALSE,50
Cantinho do Paan,Limpo & Transparente Morning Energia Berry Rosto Lavagem,15500,6,6,14500,100,FALSE,100
Cantinho do Paan,Pampers Premium Cuidado Novo Bebe Fraldas calca,32000,0,4,32000,24,FALSE,24
Cantinho do Paan,Vaseline Intensive Cuidado Aloe vera Fresco,22500,9,6,20300,200,FALSE,200
Cantinho do Paan,L'Oreal Paris Dream Lengths Shampoo,14900,0,6,14900,192,FALSE,192
Cantinho do Paan,Johnson's Bebe Oleo,11500,0,4,11500,100,FALSE,100
Cantinho do Paan,Engage Man Rush Desodorante,19500,9,6,17600,150,FALSE,150
Cantinho do Paan,Pantene Avancado Cabelo Queda Solucao Shampoo - Total Damage Cuidado,26400,0,6,26400,340,FALSE,340
Cantinho do Paan,Whisper Diario Liners Limpo e Fresco,10500,0,4,10500,1160,FALSE,20
Cantinho do Paan,Himalaya Masculino Pimple Transparente Neem Rosto Lavagem,18000,9,2,16300,100,FALSE,100
Cantinho do Paan,Pantene Adv Hairfall Solucao Condicionador Sedoso Macio,19000,0,5,19000,200,FALSE,200
Cantinho do Paan,Himalaya Prickly Heat Bebe Em po,9000,10,6,8100,100,FALSE,100
Cantinho do Paan,Mamaearth Diario Hidratante Locao Para Babies,19900,0,6,19900,200,FALSE,200
Cantinho do Paan,Stayfree Avancado XL Ultra Comfort Higienico napkins com Asas,17500,0,3,17500,812,FALSE,14
Cantinho do Paan,Pampers Premium Cuidado Fraldas calca - Medio,109900,18,6,89900,54,FALSE,54
Cantinho do Paan,Fiama Men's Refrescante Leguminosa Banho Gel,19900,10,6,17900,250,FALSE,250
Cantinho do Paan,Vaseline Original Pele Protecting Geleia,12500,10,6,11200,100,FALSE,100
Cantinho do Paan,Limpo & Transparente Foaming Rosto Lavagem,18000,10,6,16200,150,FALSE,150
Cantinho do Paan,Fiama Lemongrass e Jojoba Banho Gel,22500,20,6,18000,250,FALSE,250
Cantinho do Paan,Oral-B Carvao Cross Cross Extra Macio Escova de dente (Buy 2 Ganhe 1 Free),18000,0,1,18000,174,FALSE,3
Cantinho do Paan,Listerine Fresco Burst Enxaguante bucal,28500,7,6,26300,500,FALSE,500
Cantinho do Paan,Veet Full Corpo Waxing Kit,23500,7,6,21800,1160,FALSE,20
Cantinho do Paan,Listerine Original Enxaguante bucal,5500,9,6,5000,80,FALSE,80
Cantinho do Paan,Santoor Amendoa Macio Com Sandal & Amendoa Leite,18000,0,2,18000,625,FALSE,625
Cantinho do Paan,Nivea Corpo Shea Macio com Shea Manteiga para Seco Pele,42500,20,5,34000,400,FALSE,9
Cantinho do Paan,Neutrogena Profundo Limpo Facial Sabonete de limpeza,13000,0,4,13000,50,FALSE,50
Cantinho do Paan,"L'Oreal Paris Excelencia Creme Cabelo Color, 3.16 Burgundy",55000,0,3,55000,159,FALSE,172
Cantinho do Paan,Johnson's Bebe Em po,23500,0,6,23500,400,FALSE,400
Cantinho do Paan,Bombay Barbear Company Carvao Rosto Lavagem,24900,0,4,24900,100,FALSE,100
Cantinho do Paan,Colgate Criancas 2+ Years Extra Macio Escova de dente,2000,0,3,2000,58,FALSE,1
Cantinho do Paan,Veet Cabelo Remocao Creme (Normal Skin),13500,5,6,12800,50,FALSE,50
Cantinho do Paan,Dove Diario Brilho Shampoo,24000,0,4,24000,340,FALSE,340
Cantinho do Paan,L'Oreal Anti Cabelo Queda Condicionador,19900,0,6,19900,192,FALSE,192
Cantinho do Paan,Nivea Corpo Locao Aloe vera Hydration Para Normal Pele ,27500,10,6,24700,200,FALSE,200
Cantinho do Paan,Pampers Fraldas calca - Grande,154900,45,3,84900,82,FALSE,82
Cantinho do Paan,"Engage Urge Desodorante Para Men, Citrico E Woody, Pele Friendly",19500,10,6,17400,150,FALSE,150
Cantinho do Paan,Cabeca & Ombros 2 Em 1 Anti Caspa Macio & Sedoso Shampoo+Conditioner,37500,10,6,33400,340,FALSE,340
Cantinho do Paan,Fem Clareamento Natural Ouro Pele Bleach,8500,7,4,7900,64,FALSE,64
Cantinho do Paan,Engage Deo Frost,19500,9,6,17600,150,FALSE,150
Cantinho do Paan,Stayfree Seguro XL Size Higienico Napkins,11500,0,5,11500,1160,FALSE,20
Cantinho do Paan,Pampers Fraldas calca - Medio,69900,21,1,54900,50,FALSE,50
Cantinho do Paan,Pampers Ativo Bebe Fraldas Novo Born Extra Pequeno ,109900,22,3,84900,72,FALSE,72
Cantinho do Paan,"Nivea Creme, Todos Tempero Multi-Purpose Creme",17500,9,6,15800,100,FALSE,100
Cantinho do Paan,Woodwards Gripe Agua ,5000,0,4,5000,130,FALSE,130
Cantinho do Paan,Limpo & Transparente Morning Energia Aqua Splash Rosto Lavagem,14500,9,5,13100,100,FALSE,100
Cantinho do Paan,Sunsilk Lusciously Grosso & Longo Shampoo,55500,6,6,52100,650,FALSE,650
Cantinho do Paan,Mamaearth Pele Correct Rosto Serum,59900,15,1,50900,30,FALSE,30
Cantinho do Paan,Chik Hairfall Prevent Ovo Shampoo,17800,0,6,17800,340,FALSE,340
Cantinho do Paan,Pantene Sedoso Macio Cuidado Shampoo,22500,6,3,21000,340,FALSE,340
Cantinho do Paan,"Garnier Pele Naturals, Micellar Cleansing Agua",19900,5,4,18900,125,FALSE,125
Cantinho do Paan,Set Umido Swag Avatar Desodorante & Corpo Spray Perfume Para Masculino,19900,0,1,19900,150,FALSE,150
Cantinho do Paan,Pampers Todos Redondo Protecao Fraldas calca - Medio,69900,17,6,57500,50,FALSE,50
Cantinho do Paan,Set Umido Deodrant Charm Avatar,19900,0,1,19900,150,FALSE,150
Cantinho do Paan,Nupur Heena Mehandi,19900,0,6,19900,500,FALSE,500
Cantinho do Paan,Cabeca & Ombros 2-in-1 Ativo Protect Shampoo,37500,9,6,33800,340,FALSE,340
Cantinho do Paan,Gillette Mach 3 Turbo Cartridges,64900,10,6,57800,232,FALSE,4
Cantinho do Paan,TRESemme Macio E Brilho Condicionador,21000,13,1,18200,190,FALSE,190
Cantinho do Paan,Bombay Barbear Company Sensivel Cartridges,37500,0,2,37500,116,FALSE,2
Cantinho do Paan,Himalaya Bebe Locao,30000,12,1,26400,400,FALSE,400
Cantinho do Paan,Antigo Tempero Lima Lather Barbear Creme,7500,0,6,7500,70,FALSE,70
Cantinho do Paan,Colgate Sensivel Mais Anticavity Creme dental ,14000,10,6,12600,70,FALSE,70
Cantinho do Paan,Colgate Creme dental Para Criancas Motu Oatlu,9300,0,6,9300,80,FALSE,80
Cantinho do Paan,Pantene Total Damage Cuidado Shampoo,12000,0,6,12000,180,FALSE,180
Cantinho do Paan,Himalaya Moisturising Aloe vera Vera Facial Lencos umedecidos,10000,10,6,9000,25,FALSE,25
Cantinho do Paan,Savlon Hidratacao Shield Mao Lavagem,6900,0,5,6900,200,FALSE,200
Cantinho do Paan,Pampers Ativo Bebe Fraldas Novo Born Extra Pequeno,36000,10,6,32400,24,FALSE,24
Cantinho do Paan,Himalaya Anti Caspa Shampoo,26000,18,1,21300,400,FALSE,400
Cantinho do Paan,Himalaya Anti Cabelo Queda Shampoo,49000,25,4,36700,700,FALSE,700
Cantinho do Paan,Johnson's Bebe Oleo,20000,0,6,20000,200,FALSE,200
Cantinho do Paan,Vaseline Intensive Cuidado Profundo Hidratacao Corpo Locao,32500,0,4,32500,400,FALSE,400
Cantinho do Paan,L'Oreal Paris Dream Lengths Condicionador,19900,0,1,19900,193,FALSE,193
Cantinho do Paan,Nivea Macio Leve Hidratante Creme,18500,15,6,15700,100,FALSE,100
Cantinho do Paan,Whisper Ultra Macio XL+ Higienico Absorventes,55500,0,1,55500,60,FALSE,60
Cantinho do Paan,Palmolive Feel Massage Banho Gel,24900,20,6,19900,250,FALSE,250
Cantinho do Paan,L'Oreal Paris Dream Lengths Condicionador,20900,0,3,20900,193,FALSE,193
Cantinho do Paan,Cabeca & Ombros Anti-Dandruff Macio & Sedoso Shampoo,28500,6,6,26600,340,FALSE,340
Cantinho do Paan,Mamaearth Hidratante Bebe Banho Sabonete,24900,0,4,24900,150,FALSE,150
Cantinho do Paan,Listerine Original Enxaguante bucal,15000,10,6,13500,250,FALSE,250
Cantinho do Paan,Himalaya Suave Bebe Shampoo,17000,14,6,14600,200,FALSE,200
Cantinho do Paan,Dove Dryness Cuidado Shampoo,26800,5,1,25200,340,FALSE,340
Cantinho do Paan,Dove Cabelo Queda Resgate Shampoo,28000,15,6,23600,340,FALSE,340
Cantinho do Paan,Cabeca & Ombros Anti Caspa Shampoo Refrescante Mentol,29500,9,6,26600,340,FALSE,340
Cantinho do Paan,Bombay Barbear Company Defender Aparelho de barbear,34500,0,6,34500,58,FALSE,1
Cantinho do Paan,"Cabeca & Ombros Shampoo + Condicionador - 2-In-1, Refrescante Mentol",36500,0,1,36500,340,FALSE,340
Cantinho do Paan,Himalaya Bebe Nourishing Massage Oleo,20000,20,2,16000,200,FALSE,250
Cantinho do Paan,Himalaya Bebe Em po,23500,20,6,18800,400,FALSE,400
Cantinho do Paan,Fogg Paradise Fragrant Corpo Spray Para Women ,25000,0,6,25000,150,FALSE,150
Cantinho do Paan,Revive Revive Liquido,7100,0,6,7100,200,FALSE,200
Cantinho do Paan,Pantene Hairfall Control Condicionador,19000,6,6,17800,200,FALSE,200
Cantinho do Paan,Mamaearth Vitamina C Rosto Toner,39900,0,1,39900,200,FALSE,200
Cantinho do Paan,Himalaya Diaper Rash Creme,8000,10,2,7200,20,FALSE,20
Cantinho do Paan,Fogg Royal Fragrancia Spray,23000,0,4,23000,150,FALSE,120
Cantinho do Paan,Dove Rosa Rosa Beauty Banho Barra,24500,9,6,22100,100,FALSE,100
Cantinho do Paan,Dove Dryness Cuidado Condicionador Frizzy & Seco Cabelo,9000,6,4,8400,80,FALSE,80
Cantinho do Paan,Dettol Original Liquido Sabonete liquido para as maos Refil,10900,3,0,10500,750,TRUE,750
Cantinho do Paan,Parachute 100% Puro Coco Oleo,12300,0,0,12300,300,TRUE,300
Cantinho do Paan,Stayfree Seguro Cottony Macio Capa Higienico Absorvente (Regular) com Asas,3000,3,0,2900,406,TRUE,7
Cantinho do Paan,Dabur Gulabari Premium Rosa Agua,4800,2,0,4700,120,TRUE,120
Cantinho do Paan,Parachute Advansed Ouro Coco Cabelo Oleo,21500,9,0,19400,400,TRUE,400
Cantinho do Paan,Closeup Everfresh+ Anti-Germ Gel Creme dental Vermelho Picante,9000,10,0,8100,150,TRUE,150
Cantinho do Paan,Godrej No.1 Banho Sabonete – Lima & Aloe vera Vera,10000,16,0,8400,500,TRUE,100
Cantinho do Paan,Sensodyne Sensivel Fresco Gel Creme dental,11500,7,0,10600,75,TRUE,75
Cantinho do Paan,Whisper Bindazzz Nights XL + Higienico Absorvente,9000,0,0,9000,406,TRUE,7
Cantinho do Paan,Whisper Escolha Higienico Absorvente ,3200,9,0,2900,406,TRUE,7
Cantinho do Paan,"Godrej No.1 Banho Soap, Jasmim",8400,0,0,8400,400,TRUE,100
Cantinho do Paan,Gillette Venus Close & Limpo Aparelho de barbear ,24900,7,0,23000,58,TRUE,1
Cantinho do Paan,Whisper Escolha Regular Higienico Absorventes,9000,3,0,8700,58,TRUE,20
Cantinho do Paan,Stayfree Seguro Seco Capa Extra Grande Higienico Absorvente,4200,2,0,4100,406,TRUE,7
Cantinho do Paan,Oxylife Natural Radiance 5 Creme Bleach - Com Ativo Oxygen,8200,9,0,7400,27,TRUE,27
Cantinho do Paan,Limpo & Transparente Morning Energia Limao Rosto Lavagem,14500,9,0,13100,100,TRUE,100
Cantinho do Paan,Bajaj Amendoa Drops Cabelo Oleo,6700,10,0,6000,100,TRUE,100
Cantinho do Paan,Bajaj Amendoa Drops Cabelo Oleo Garrafa,13000,7,0,12000,200,TRUE,200
